,to,from,source
1320,"Поглядел на него старший брат, спрашивает: Что, Володя, не выходит нынче у тебя?","Подыкхья прэ лэстэ баро пшал, пучела: —	Со, Саня, на выджяла дадывэс тутэ?",neverov
1321,А Володя и брови наморщил: — Она неправильная: про лошадей с коровами не сказано.,А Саня и цымблы змэкья: —	Ёй на чячюнэс чиндлы: вашо грая гурувненца на сы пхэндло.,neverov
1322,"Прочитал задачку брат, смеется: — Врешь ты, Володя, задачка правильная.","Прогиндя задачка опшал, салапэ: —	Хохавэса ту, Саня, задачка сы адякэ чиндлы.",neverov
1323,"Не ходишь в школу каждый день, поэтому и не знаешь.","На псирэса дрэ школа кажно дывэс, паладава и на джинэс.",neverov
1324,"Взял карандаш старший брат, начал сам задачку решать, Задачка решилась.","Лыя карандашо баро пшал, лыя кокоро задачки тэкэрэл. Задачка кэрдяпэ.",neverov
1325,Лошадей было 34.,Грая сыс 34.,neverov
1326,Поглядели в ответ и в ответе так сказано: лошадей 34.,"Подыкхнэ дро ответо, и одой адякэ-жэ пхэндло: Грэн 34.",neverov
1327,"Брат над Володей смеется: — Что, неправильная?",Пшал прэ Санястэ салапэ: — Нэ со на адякэ?,neverov
1328,"Стыдно стало Володе, он и говорит: — Я теперь любую задачку сам решу.",Ладжяво сыс Саняскэ ёв и ракирла: — Мэ акана сави камэс задачка кокоро кэрава.,neverov
1329,Волк на стене.,Рыч прэ ванта.,neverov
1330,"Мать рассказала Ниночке сказку про волка, а Ниночка маленькая была. Увидала тень свою на стене — напугалась. Думала, волк это.","Дай роспхэндя Ганочкакэ парамыся вашо рыческэ, а Ганочка тыкнинько сыс, удыкхья тень пэскири прэ ванта — здарандыя, думиндя, со рыч адава сы.",neverov
1331,"Повернула головой, и тень на стене повернулась.",Рискирдя шэро дрэ строна и тень прэ ванта рискирдяпэ.,neverov
1332,"Испугалась еще больше Ниночка, громко заплакала. Мать спросила ее: — Ты что плачешь?","Дарандыя иньке бутэдыр Ганочка, зарундя. Дай пучья ла: —	Со ту ровэса?",neverov
1333,Ниночка сказала: — Волк сидит на стене.,Ганочка пхэндя: —	Рыч бэшто прэ ванта.,neverov
1334,Сейчас на меня прыгнуть хотел.,Галёв камья прэ мандэ тэ чюрдэлпэ.,neverov
1335,"Погладила мать Ниночку по голове, успокоила.","Облыя дай ла, чямудэла.",neverov
1336,"— Глупая моя дочурка, это тень твоя.","—	Дылынинько ту мири чаёри, адава тень тыри.",neverov
1337,"Встань около стены, опять увидишь ее.",Тэрдёв пашэ ванта и инькэ удыкхэса ла.,neverov
1338,"Встала Ниночка, и тень появилась на стене.",Устя Гана и тень лакири выгыя прэ ванта.,neverov
1339,Прыгнула Ниночка и тень тоже прыгнула.,Прибандия Гана и тень лакири прибандия!,neverov
1341,Засмеялась она и с тех пор бояться перестала.,Засандяпэ ёй и адала поратыр тэ трашал пирьячья.,neverov
1342,Артисты.,Артисты.,neverov
1343,В школе зимою учительница театр устраивала для учеников.,Дрэ школа зимаса сыклякирибнаскири кэрлас тэатро вашо школьнонэ чяворэнгэ.,neverov
1344,"Ученики, которые побольше, артистами были.","Школьна чяворэ, савэ сыс побарыдыр, выджянас сыр артисты.",neverov
1345,"Володька Павлов стариком нарядился, Ольгушка Гришагина — старухой, а Ганька Потапов — солдатом.","Саня Морозово пхуромэса уридяпэ, Гана — пхуромняса, а Вано — хэладэса.",neverov
1346,"Вышли они все трое, начали разговаривать.","Выгынэ ёнэ сарэ трин джинэ, лынэ тэ ракирэн.",neverov
1347,"Народ весь слушает их, смеется.","Мануша сарэ шунэна лэн, санапэ.",neverov
1348,"Ходили туда и Семка с. Павлушкой, очень понравилось им. После Семка говорит Павлушке: — Давай сами устроим театр!",Псирдя одорик и Сёмка Павлушкаса. Миштэс покамьяпэ лэнгэ. Сёмка ракирла Павлушкаскэ: —	Кэраса кокорэ тэатро!,neverov
1349,— Павлушка спросил: А как мы его устроим?,—	А сыр амэ лэс кэраса?,neverov
1350,"Семка сказал: — Я знаю, как.",Сёмка пхэндя. —	Мэ джином сыр.,neverov
1351,Видал ты у них — занавеска висела?,Дыкхьян ту лэндэ занавеска сы ублады?,neverov
1352,Мы тоже повесим вот тут одеяло.,Амэ адякэ-же адай ублаваса одеяло.,neverov
1353,"Ты будешь старуха, я старик.","Ту авэса пхуромны, мэ пхурором.",neverov
1354,Манька наша будет солдатом.,Манька амари авэла хэладэса.,neverov
1355,"Поднимем одеяло, начнем говорить.","Ґаздаса одеяло, ласа тэракирас.",neverov
1356,Павлушка спросил: — А кто нас будет слушать?,Павлушка пучья: А кон-жэ амэн лэла тэ шунэл?,neverov
1357,"— Ребятишек назовем, все пойдут.","Чяворэн скхараса, сарэ джяна.",neverov
1358,Так и решили.,Адякэ и зракирдэпэ.,neverov
1359,"Достали кудели, стали бороду делать.","Дорэснэ кудели, лынэ чёра тэкэрэн.",neverov
1360,В углу повесили одеяло.,Дро вэнгло убладэ одеяло.,neverov
1361,"Павлушка нарядился в бабушкину кофту, голову повязал бабушкиным платком.",Павлушка уридяпэ дро бибьякирэ идя. Шэро крэнциндя бибьякирэ дыкхлэса.,neverov
1362,"Семка привязал себе бороду из кудели, как у старика, палочку в руки взял, кашляет по-старичьи.","Сёмка прикэрдя пэскэ чёра, сыр пхуромэстэ, кашторо дро васта лыя. Саро сбандия — псирла сыр пхурором.",neverov
1363,Манька надела Павлушкину рубаху со штанами и Семкин картуз.,Манька уридя Павлушкаскиро гад холовэнца и Сёмкаскири стады.,neverov
1364,Смешная стала.,Сабнаскири ачья.,neverov
1365,"А Семка говорит: — Теперь не балвайте, мы — артисты.","А Сёмка ракирла: — А кана на балысон, амэ сам артисты.",neverov
1366,"На полу около одеяла ребятишки расселись: Колька, Дунька, Петька. Носами шмыгают, по полу елозят, дожидаются.","Про трэмо ангил чяворэ розбэшнэпэ: Колька, Дунька, Петька накхэнца шмыгают, пиро трэмо ёлозят, ужакирна.",neverov
1367,"Подняли одеяло за веревочку, глядят.","Ґаздынэ одеяло пало шылоро, дыкхэна.",neverov
1368,А перед ними старик с бородой.,А пирдал лэндэ пхуро чёрэнца.,neverov
1369,Вот какой страшный и палкой стучит.,Адасово страхано и каштэса пиро трэмо марла.,neverov
1370,"Дунька с Колькой напугались, а Петька даже заплакал, убежать хотел.","Дунька Колькаса дарандынэ, а Петька адава зарундя. Тэупрастал камья.",neverov
1371,"А когда узнали, что это Семка артистом нарядился, не боязно стало.","А коли уґалынэ, со адава Сёмка уридяпэ, на ачья трашано.",neverov
1372,"Тут и Павлушка вышел"", наряженый старухой, говорит Семке бабьим голосом: — Старик, давай с тобой ужинать!","Адай и Павлушка выгыя, уридо пхуромняса. Ракирла Сенькаскэ джювлы санэ глосаса: —	Пхуро, ласа, соли туса тэхас.",neverov
1373,"А Семка сердито на него: — Погоди маленько ужинать, сын придет.","А Сёмка холяса прэ лэстэ. —	Тэрдёв набутка тэхас, амаро чяво сыг авэла.",neverov
1374,"Вышла Манька в Павлушкином картузе, кричит: — Я ужинать не буду, на собранье пойду!","Выгыя Манька дэ Павлушкаскири стады, дэла годлы: Мэ тэхав на лава, про собраниё джява!",neverov
1375,"Сидят ребята на полу, слушают с разинутыми ртами.","Бэштэ чяворэ про трэмо, шунэна роскэрдэ уштэнса.",neverov
1376,"Вдруг вскочила Дунька, кричит: — Семка, борода развязалась!","А Дунька сыр сухтя, дэла годлы: —	Сёмка, тырэ чёра отпэрна!",neverov
1377,"Все начали смеяться над Семкиной бородой, и проиграли целый день.",Сарэ лынэ тэсан прэ Сенькаскирэ чёра и прокхэлдэ чёрэнца саро дывэс.,neverov
1378,Глиняный солдатик.,Глиняно хэладо.,neverov
1379,Привез отец из города Ване игрушку – глиняного солдата.,Прилыджия дад форостыр Ваняскэ игрушка — глинянонэс хэладэс.,neverov
1380,"Целый день играл Ваня с солдатом. А потом уронил со стола, солдат разбился.","Саро дывэс кхэлдя Ваня хэладэса, да сыр то радя лэс скаминдэстыр, хэладо розмардяпэ.",neverov
1381,Ваня заплакал.,Ваня зарундя.,neverov
1382,Отец сказал ему: — Что же ты плачешь?,Дад пхэндя лэскэ: — со-эн ту ровэса?,neverov
1383,— Солдата жалко.,Хэладэс танго.,neverov
1384,"— Не плачь, мы другого сделаем.","— Наров, амэ ваврэс кэраса.",neverov
1385,"Намешали они глины, стали солдата делать.","Разлыджинэ ёнэ глина, лынэ хэладэс тэкэрэн.",neverov
1386,"Сделали туловище, руки с ногами приделали, голову.","Кэрдэ туловишшё, васта ґэрэнца, прикэрдэ шэро.",neverov
1387,"Высохла глина, набелили ее мелом, синим карандашом разрисовали.","Вышутия глина, макхлэ ла мэлоса, синёнэ карандашоса росчиндлэ.",neverov
1388,"Получился настоящий солдат, не хуже чем в городе купленный.","Ачья лачё, хэладо сыр дрэ форо киндло, и на пхэнэса со кокорэ кэрдэ.",neverov
1389,"Поглядел Ваня на солдата, говорит отцу: — Одному солдату скучно, надо еще сделать.","Подыкхья Ваня прэ хэладэстэ и ракирла дадэскэ: — Екхэс хэладэс набут, ди нанэ конэса тэотлыджяс, трэби иньке тэкэрэс.",neverov
1390,"Научился Ваня солдат делать, мужика из глины сделал.","Высыклыя Ваня хэладэн тэкэрэл, гаджес глинатыр кэрдя.",neverov
1391,С тех пор и игрушки не стал покупать на базаре.,Одоло поратыр игрушки на лыя тэкинэл про тарго.,neverov
1392,"Приходили товарищи и тоже учились у него, как солдат из глины делать.","Явэнас чяворэ и сыклёнас лэстыр, сыр хэладэн глинатыр тэкэрэс.",neverov
1393,"Ваня показывал им, а сам думал: — Надо еще лошадь сделать и кошку.","Ваня сыкавэлас лэнгэ, а кокоро думиндя: —Трэби инькэ грэс тэкэрэс и мыца.",neverov
1394,Товарищи говорили ему: — Лошадь не выйдет.,Чяворэ ракирдэ лэскэ: — Грай на выджяла.,neverov
1395,А Ваня смеялся над ними: — Ничего вы не знаете.,А Ваня салапэ прэ лэндэ: — Нисо тумэ наджинэн.,neverov
1396,Из глины можно любую игрушку устроить.,Глинатыр сави камэс игрушка выджяла.,neverov
1397,Жучка.,Джюклоро Жучка.,neverov
1398,У Жучки болели ноги.,Жучкатэ сыс насвалэ ґэра.,neverov
1399,"Три дня она лежала голодная под крыльцом, никто о ней не вспомнил.","Трин дывэс ёй сыс пашлы нахаи тэло кхэр, сарэ бистырдэ ваш лакэ.",neverov
1400,Думала Жучка: — Чего буду делать?,Думиндя Жучка: —	Со мэ лава тэкэрав?,neverov
1401,Все меня забыли.,Сарэ ман бистырдэ!,neverov
1402,"Вспомнил Колька про Жучку, принес ей кусочек хлебца.","Дыяпэ Колька вашэ Жучкакэ, латхья ла, яндя лакэ котэроро мароро.",neverov
1403,Жучка за это языком лизнула Колькину руку.,Жучка паладава джюкланэс чибаса чямудыя Колькаскиро васт.,neverov
1404,"Очень рада была, что Колька не забыл ее.","Дрэван рада сыс, со Колька на бистырдя ла.",neverov
1405,А Колька каждый день приходил к ней с кусочком.,А Колька кажно дывэс авэлас кэ ёй марорэса.,neverov
1406,"Выздоровела Жучка, побежала на улицу с Колькой, от радости громко залаяла.","Прогыя Жучкатэ насвалыпэ, прастандыя Колькаса прэ гаса, радатыр закрэнцындя порьяса.",neverov
1407,"Тявкнула чужая собака на Кольку, а Жучка тявкнула на чужую собаку: — Не трогай его, это мой товарищ. Я его в обиду не дам.","Чюрдыяпэ чюжо джюкэл прэ Колькастэ, а Жучка прэ чюжо джюкэлэстэ чюрдыяпэ: —	На чилав лэс, адава миро товаришшё, мэ лэс дро обида на дава.",neverov
1408,Электричество.,Электричество.,neverov
1410,— В нашем селе устроили электричество.,Дро амаро гав пролыджинэ электричество.,neverov
1411,Мы тоже два пузырька повесили в своей избе: в чулане один и над столом один.,И амэ дуй пузырьки убладям дро амари штуба: дрэ пиралы екх и ваш скаминд екх.,neverov
1412,А у нас дедушка был.,А амэндэ дро адава мало пхурором сыс.,neverov
1413,"Увидал он, пузырьки вешают, ругается. Вы, говорит, бесов тешите и пузырьки ваши не станут гореть.","Удыкхья ёв, со пузырьки ублавэна, лыя тэ кошэлпэ: Тумэ, ракирла, радысона кэрна, а пузырьки тумарэ на лэна тэхачён.",neverov
1414,"Я тоже не верил, пока устраивали. Очень уж дивно было. Керосину не надо и спичек не надо.","И мэ коли кэрдэ, на патявас, сыр-то на патяласпэ, со керосино и спички на трэби.",neverov
1415,"А когда устроили совсем, выпустили свет в оба пузырька, мы все удивились.","А коли кэрдэ саро, вымэкнэ свэто дрэ сарэ дуй пузырьки, адякэ мэ и якха выпурадём.",neverov
1416,— Что такое!,—	Сож адава!?..,neverov
1417,"В пузырьках волосики тоненькие загорелись, а сами пузырьки чуть тепленькие.","Дро пузырьки балорэ захачкирдэпэ, а кокорэ пузырьки на бут татынэ.",neverov
1418,"Тут отец сказал нам: — Вот, ребята, до чего ученые люди доходят. Свету много и копоти нет.","Адай дад пхэндя амэнгэ: —	Акэ, чяворэ, кэ со сыклякирдэ мануша доджяна. Свэто бут и тхув нанэ.",neverov
1419,Можно и печку дровами не топить — на электричестве любая пища сварится.,Можно и бов тэ на хачкирэс каштэнца — про элэктричество саво камэс хабэ кэравэлапэ.,neverov
1420,"И лошадьми не надо поле пахать, можно плуг электрический сделать: сам будет ходить.","И грэнца на трэби пхувитка бутя тэкэрэс, коли плуго электрическо тэкэрэс — кокоро тэпсирэл лэла.",neverov
1421,"Ушли все из избы, мне не терпится, хочу хорошенько узнать: жгется или не жгется волосок в пузырьке?","Угынэ сарэ штубатыр, а мэ адава и ужакирдём, камам фэдыдыр тэуґалёвав: хачкирлапэ или на хачкирлапэ балоро дро пузырько?",neverov
1422,"Над пузырьком головка черная приделана, а в головке — маленькая ручка.","Тэло пузырько шэроро калинько прикэрдо, а дрэ шэроро тыкнинько ручка прикэрды.",neverov
1423,Повернул я эту ручку направо — огонь появился.,Мэ адая ручка крэнциндём дрэ екх строна — яг захачкирдяпэ.,neverov
1424,Повернул еще раз тоже направо — темно сделалось.,"Крэнцындём вавир моло, дро одоя-же строна — яг мурдыя...",neverov
1425,— Вот чудо!,— Акэ чюдо!,neverov
1426,Тут я взчл да отвинтил пузырек от головки.,Адай лыём мэ да открэнцындём пузырько шэрорэстыр.,neverov
1427,Огонь погас.,Яг мурдыя.,neverov
1428,"Стал я щупать головку снизу, где пузырек привинчи- вается, а меня как дернет по пальцам.","Лыём вастэса шэро тэчилавав, кай пузырько прикрыцынэлапэ, а ман сыр ухтылла пиро васт.",neverov
1429,"Напугался я, закричал: — Кто это дернул меня?","Сдарандыём мэ, задыём годлы: — Кон адава ухтылдя ман?",neverov
1430,"Пощупал то место у головки еще раз, опять меня дернуло.","Лыёмпэ палодава штэто ко шэроро, ман вавир моло ухтылдя.",neverov
1431,Я опять вскрикнул.,Мэ опять задыём годлы.,neverov
1432,"Вошел отец в избу, спрашивает: — Ты что кричишь?","Вгыя дад дрэ штуба, пучела: — Ту со дэса годлы?",neverov
1433,Я сказал ему: — По пальцам меня ударил кто-то.,Мэ пхэндём лэскэ: — Пиро васт ман маладя кон то.,neverov
1434,"Тут отец рассказал мне: — Ты отвинтил пузырек, а электричество не завернул.","Адай дад роспхэндя мангэ: — Ту открэнцындян пузырько, а электричество на закэрдян.",neverov
1435,"В веревочке, на которой висит пузырек, находится электрическая сила.","Дро саструно шылоро, прэ саво убладо пузырько, ракхэлапэ электрическо зор.",neverov
1436,Вот она тебя и ударила по рукам.,Акэ ёй тут и маладя пиро васта.,neverov
1437,"Больше не отвинчивай без меня, а то можешь беды наделать.","Бутыр на кэр адава би миро, а то бари бида кэрэса.",neverov
1438,"Надо знать, как с таким огнем обращаться.","Трэби тэджинэс, сыр адалэ ягаса тэобджяспэ.",neverov
1439,Электрическая сила лошадь убивает до смерти.,"Дро электричество исы адасави зор, со грэс умарла.",neverov
1440,Маленький слесарь.,Тыкнинько слесарё.,neverov
1441,"Давно хотелось узнать Грише, как замок устроен и почему его без ключа отпереть нельзя.","Ґара камьяпэ тэ уґалёс Гришаскэ, сыр-сы кэрдо замко и палсо лэс биклыдынэскиро тэ откэрэс нашты.",neverov
1442,"Поглядит одним глазом в дырочку, где ключ вставляется — не видать ничего.","Подыкхья якхэса дрэ дыркица, кай клыдын втховэлапэ, — нисо нанэ дыкхно.",neverov
1443,А ключей повернешь — в замке кто-то щелкает.,А клыдынэса крэнцындя — дро замко сото шшёлкинэ.,neverov
1444,"— Ушла мать из дому, а замок на столе оставила.","Угыя дай кхэрэстыр, а замко про скаминд ачядя.",neverov
1445,Вот Гриша думает: — Дай посмотрю!,"Акэ Гриша и закэдыя дрэ годы: — дэ, подыкхава!",neverov
1446,"Узнаю и опять устрою, как было.",Угалёвава и кэрава адякэ-жэ сыр сыс.,neverov
1447,Взял косарь с молотком и давай по замку колотить.,Лыя тыкнинько товэр молоткоса и лыя пиро замко тэмарэл.,neverov
1448,"Оторвал верхнюю крышку — внутри пружинка маленькая приделана, она и щелкала, когда ключем повертывали.","Отрискирдя крышка, а одой пружинка тыкнинько прикэрды, ёй и шшёлкиндя, коли клыдынэса крэнцындлэ.",neverov
1449,"А раньше Гриша думал, что в замке сидит маленький человек с большими зубами.",А жыко адава Гриша думиндя со — дро замко бэшто тыкнинько мануш барэ дандэнца.,neverov
1450,"Стал опять устраивать замок, как было — не выходит. Стукал - стукал молотком, весь замок расстукал.","Лыя тэскэрэл замко, сыр сыс — на выджяла, мардя, мардя молоткоса, саро замко размардя.",neverov
1451,"Испугался, заплакал.","Сдарандыя, зарундя.",neverov
1452,"Думал, мать ругаться будет, а мать только сказала: — Какой ты любопытный мальчишка, все тебе хочется знать!","Думиндя дай тэкошэлпэ лэла, а дай лэскэ пхэндя: — Саво ту сан любопытно чяворо, саро тукэ камэлапэ тэґалёс!",neverov
1453,"Вырастешь большой, поступи учеником к слесарю, тогда и сам научишься замки делать. Детский дом.",Выбарьёса баро джя дро ученики ко слесарё и кокоро высыклёса замки тэкэрэс.,neverov
1454,Умерли у Яшки отец с матерью.,Чяворэнгиро кхэр Мынэ Митястэ дад даса.,neverov
1455,Остался Яшка один.,Ачьяпэ Митя екхд-жино.,neverov
1456,Никто не берет его.,Никон на лэла лэс.,neverov
1457,"А сам Яшка маленький, работать не умеет.","А кокоро Митя тыкнинько, буты тэкэрэл на джинэл.",neverov
1458,Или по миру нищим иди или с голоду умирай.,"Или пиро свэто тэмангэс джя, или мэр нахаи.",neverov
1459,"Хорошо, что детский дом был в селе.","Шукар, со чяворэнгиро кхэр сыс дро гав.",neverov
1460,"Узнала учительница про Яшкино горе, отвела его в детский дом.","Уґалыя учительница вашо Митяскиро горё, отлыджия лэс дро чяворэнгиро кхэр.",neverov
1461,Ребят там много было: и мальчики и девочки.,Чявэн одой бут сыс: и чяворэ и чяёрья.,neverov
1462,"Днем играли они, пели, учились грамоте, рисовали картинки, делали игрушки.","Дадывэс кхэлдэ ёнэ, багандлэ, сыклёнас дро лыла, кэрнас игрушки.",neverov
1463,Приняли и Яшку в детский дом.,Прилынэ и Митяс дро чяворэнгиро кхэр.,neverov
1464,"Накормили, вымыли, волосы остригли, обули, одели, дали кровать с одеялом.","Чярадэ, вымордэ, бала счиндлэ, сарэс уридэ, дынэ пасибнаскиро одиялоса.",neverov
1465,"Сначала Яшка дичился всех, глядел исподлобья. А потом товарищей завел, развеселился и сам научился картинки рисовать.","Пэрво дывэс Митя ни конэса на ракирдя, сыр руворо дыкхья, а набут обджиндяпэ — товаришшен залыджия, разкхэлдяпэ и кокоро высыклыя игрушки тэкэрэл.",neverov
1466,"Так и остался Яшка жить в детском дому, как в семье родной.","Адякэ и ачьяпэ Митя тэ дживэл дро чяворэнгиро кхэр, сыр дрэ родно сэмья.",neverov
1467,Коллектив.,Коллективо.,neverov
1468,Отец читал газету.,Дад гиндя газета.,neverov
1469,В газете было написано непонятное слово «коллектив».,Дрэ газета сыс чиндло нэво лав «Коллективо».,neverov
1470,Долго думал Костя: — Какой коллектив?,Бут думиндя Костя: Саво коллективо?,neverov
1471,И сам отец не мог объяснить хорошенько.,И кокоро дад шукаринькэс на роспхэндя.,neverov
1472,"Пришел Костя в школу, спросил учителя. Учитель пока ничего не сказал, а после занятий пошел с учениками на школьный огород.","Явья Костя, дрэ школа пучья учителёстыр; учителё адай нисо напхэндя, а коли сыкляибэ прогыя, гыя чяворэнца про школьно огородо.",neverov
1473,Все стали работать.,Сарэ лынэ тэкэрэн буты.,neverov
1474,"Кто грядки окапывал, кто воду носил, траву дергал.","Кон пхув разчюрдэла, кон паны лыджяла, чяр рискирла.",neverov
1475,"Тут учитель сказал Косте: — Видишь, - как все мы работаем.","Адай учителё пхэндя Костяскэ: — Дыкхэса, сыр сарэ амэ буты кэраса.",neverov
1476,Одному человеку трудно и будет он работать целый месяц.,"Екхэскэ манушэскэ пхаро, и лэла ёв буты тэкэрэл цэло чён.",neverov
1477,"А нам всем легко и весело, мы обработаем огород в один день.","А амэнгэ сарэнгэ кхэтанэ локхо, амэ дро екх дывэс про огородо сари буты кэраса.",neverov
1478,Это вот и будет называться школьный трудовой коллектив.,Акэ адава и лэла тэ кхарэлпэ школьно бутитко коллективо.,neverov
1479,Коллективы и у рабочих на фабриках есть.,Коллективы и бутярендэ прэ фабрики исы.,neverov
1480,"Там все работают на общую пользу, друг другу помогают.","Одой сарэ кэрна буты прэ обшшё польза, екх екхэскэ помогискирна.",neverov
1481,Был у Кости товарищ Колька.,Сыс Костястэ товаришшё Колька.,neverov
1482,У Кольки захворал отец.,Колькастэ занасвалыя дад.,neverov
1483,Мать посылала Кольку в лес за хворостом и Кольке от этого некогда было уроки учить.,"Дай бичявэла Колькас дро вэш пало кашта, а бут-ли Колька екхджино кашта прилыджяла!",neverov
1484,"Вспомнил Костя про коллектив, говорит ребятам: — У Кольки отца нет, а мать посылает его в лес за хворостом.","Явья Костяскэ дро годы коллэктиво, ёв и ракирла чяворэнгэ: — Колькастэ дад насвало, а дай бичявэла лэс дро вэш пало кашта.",neverov
1485,Когда он натаскает один?,Коли ёв притырдэла екхджино?,neverov
1486,Давайте поможем ему коллективом.,Помогискираса лэскэ сарэ коллективоса.,neverov
1487,Пошли ребята в лес целой гурьбой и в один день натаскали хворосту Колькиной матери больше возу.,"Гынэ чяворэ сарэ дро вэш и дро екх мардо скэдынэ и яндлэ кашта адакицы, со Колькаскири дай хачкирдя лэн цэло чён.",neverov
1488,"Потом всем коллективом изрубили его, уложили под сараем в сухое место.","Инке сарэ колективоса исчингирдэ лэн, и утходэ тэло пиралы дро шуко штэто.",neverov
1489,"Весело всем работать, смеются и никто не устал.","Бари сы рада тэ кэрэс буты сарэнгэ кхэтанэ, санапэ, и ни кон на кхиныя.",neverov
1490,"А Колька очень доволен был, что товарищи помогли ему.","Колька миштэс бахтало сыс, со чяворэ помогискирдэ лэскэ.",neverov
1491,"Коммуна. Услыхал Петька про коммуну, а не знает, что это такое.","Коммуна Ушундя Петька вашэ коммуна, а на джинэл, со адава исы за коммуна адасави.",neverov
1492,"Спросил товарищей, и товарищи не знают.","Пучья чяворэндыр, и чяворэ на джинэн.",neverov
1493,Утром отец сказал Петьке: — Идем со мной в коммуну!,Дывэсэ дад пхэндя Петькаскэ: —	Авэн манца дрэ коммуна!,neverov
1494,Петька обрадовался и напугался маленько.,Петька обрадындяпэ и здарандыя набутка.,neverov
1495,"Пришли на барский двор, где раньше господа жили, смотрят.","Авнэ про рангиро кхэр, кай раньше рая джиндлэ, дыкхэна.",neverov
1496,— Где же коммуна?,—	Кай-жэ коммуна?,neverov
1497,"На лужайке ребята ют, за столом в дом; мужики обедают, чело век пятнадцать.","Прэ лужайка чяворэ кхэлна, пало скаминд дро кхэр гадже хана, сыс манушэн биш.",neverov
1498,Посадили и Петьку с отцом.,Кхардэ и Петькас дадэса пало скаминд.,neverov
1499,Отцу сказали: Мы едим вместе и работаем вместе.,Дадэскэ пхэндлэ: —	Амэ хаса кхэтанэ и буты кэраса кхэтанэ.,neverov
1500,Хлеб и скотину не делим.,"Ни маро, ни грэн ни гурувнен, нисо на делинаса.",neverov
1501,"Случится беда у нас, помогаем все сразу.","Кэрлапэ сави бида амэндэ, так амэ екх екхэскэ помогискираса сарэса соса исы.",neverov
1502,"Отец говорит мужикам: — Примите и меня в вашу коммуну, трудно мне одному жить.","Дад ракирла гадженгэ: —	Прилэнте и ман дрэ тумари коммуна, пхаро мангэ екхджинэскэ тэ дживав.",neverov
1503,Я тоже буду работать на общую пользу.,Мэ адякэ-жэ лава буты тэкэрав прэ обшшё польза.,neverov
1504,Мужики согласились.,Прилынэ гадже дадэс.,neverov
1505,"Не было у Петьки сапог теплых, чтобы в школу зимой ходить.","На сыс Петькастэ татэ тэраха, соб зимакиро дрэ школа тэ псирэс.",neverov
1506,И матери не было.,Да лэстэ на сыс.,neverov
1507,"Рубашку Петька носил худую, грязную.","Гад Петькастэ сыс рискирдо, мэлало.",neverov
1508,Дала коммуна Петьке сапоги из своего запаса и новую рубашку со штанами.,Дыя коммуна Петькаскэ татэ тэраха и нэво гад холовэнца.,neverov
1509,"После Петька спросил отца: — Тятя, где же коммуна?","Про вавир дывэс Петька пучья дадэс: —	Дадо, кай-жэ коммуна?",neverov
1510,"Отец сказал: — Вот это и есть коммуна, когда люди помогают друг другу, как братья.","Дад пхэндя: —	Акэ и исы коммуна, коли мануша помогискирна екх екхэскэ, сыр пшала.",neverov
1511,Одна девочка ушла из дома в лес.,﻿Екх раклори угыя кхэрэстыр дро вэш.,tri_med
1512,"В лесу она заблудилась и стала искать дорогу домой, да не нашла, а пришла в лесу к домику.","Дро вэш ёй заблэндысалыя и лыя тэ родэл дром ко кхэр, тэ на латхья, а явья дро вэш ко кхэроро.",tri_med
1513,"Дверь была отворена; она посмотрела в дверь, видит: в домике никого нет, и вошла.","Удэр сыс откэрды. Ёй подыкхья дрэ удэр, дыкхэла, дро кхэроро никонэс нанэ, и вгыя.",tri_med
1514,В домике этом жили три медведя.,Дрэ адава кхэроро джиндлэ трин рычя.,tri_med
1515,"Один медведь был отец, звали его Михайло Иванович.","Екх рыч сыс дад, кхардэ лэс Михаил Иванович.",tri_med
1516,Он был большой и лохматый.,Ёв сыс быро и длэнгобалэнгиро.,tri_med
1517,Другой была медведица.,Вавир сыс дай.,tri_med
1518,"Она была поменьше, и звали ее Настасья Петровна.",Ёй сыс тыкныдыр и кхардэ ла Настасья Петровна.,tri_med
1519,"Третий был маленький медвежонок, и звали его Мишутка.",Трито сыс тыкнинько рычёро и кхардэ лэсМишутка.,tri_med
1520,"Медведей не было дома, они ушли гулять по лесу.","Рычен на сыс кхэрэ, ёнэ угынэ тэ гулинэн пиро вэш.",tri_med
1521,"В домике было две комнаты: одна столовая, другая спальня.","Дро кхэроро сыс дуй комнаты: екх ваш хабэн, вавир ваш соибэн.",tri_med
1522,Девочка вошла в столовую и увидела на столе три чашки с похлебкой.,"Раклори вгыя дрэ комната, кай ёнэ ханас и удыкхья про скаминд три чярэ зумяса.",tri_med
1523,"Первая чашка, очень большая, была Михайлы Иванычева.","Пэрво чяро, дрэван баро, сыс Михаило Ивановичёвонэскиро.",tri_med
1524,"Вторая чашка, поменьше, была Настасьи Петровнина; третья, синенькая чашечка, была Мишуткина.","Вавир чяро, набут тыкныдыр, сыс Настасья Петровнакиро. Трито сининько чяроро сыс Мишуткаскиро.",tri_med
1525,"Подле каждой чашки лежала ложка: большая, средняя и маленькая.","Пашыл кажно чяро сыс рой: бари, среднё и тыкнинько.",tri_med
